Username,Last Name,First Name,Question ID,Possible Points,Auto Score,Manual Score
mbastve9,Sutulovich,Lino,Question ID 5,1,0,
mbastve9,Sutulovich,Lino,Question ID 6,5,,3.5
mbaswqs6,Pomarico,Sherell,Question ID 1,1,1,
mbaswqs6,Pomarico,Sherell,Question ID 2,1,1,
mbaswqs6,Pomarico,Sherell,Question ID 3,1,0,
mbaswqs6,Pomarico,Sherell,Question ID 4,1,0,
mbaswqs6,Pomarico,Sherell,Question ID 5,1,0,
mbaswqs6,Pomarico,Sherell,Question ID 6,5,,2
mbasyss8,Farrin,Paul,Question ID 1,1,1,
mbasyss8,Farrin,Paul,Question ID 2,1,1,
mbasyss8,Farrin,Paul,Question ID 3,1,1,
mbasyss8,Farrin,Paul,Question ID 4,1,1,
mbasyss8,Farrin,Paul,Question ID 5,1,1,
mbasyss8,Farrin,Paul,Question ID 6,5,,2
mbasitv1,Damato,Monroe,Question ID 1,1,1,
mbasitv1,Damato,Monroe,Question ID 2,1,1,
mbasitv1,Damato,Monroe,Question ID 3,1,1,
mbasitv1,Damato,Monroe,Question ID 4,1,1,
mbasitv1,Damato,Monroe,Question ID 5,1,1,
mbasitv1,Damato,Monroe,Question ID 6,5,,4.5
mbaswkt5,Skubis,Olene,Question ID 1,1,1,
mbaswkt5,Skubis,Olene,Question ID 2,1,0,
mbaswkt5,Skubis,Olene,Question ID 3,1,1,
mbaswkt5,Skubis,Olene,Question ID 4,1,1,
mbaswkt5,Skubis,Olene,Question ID 5,1,0,
mbaswkt5,Skubis,Olene,Question ID 6,5,,4
mbaslbr6,Yurich,Cheryll,Question ID 1,1,0,
mbaslbr6,Yurich,Cheryll,Question ID 2,1,0,
mbaslbr6,Yurich,Cheryll,Question ID 3,1,1,
mbaslbr6,Yurich,Cheryll,Question ID 4,1,0,
mbaslbr6,Yurich,Cheryll,Question ID 5,1,0,
mbaslbr6,Yurich,Cheryll,Question ID 6,5,,1.5
mbaslmi1,Lingo,Beula,Question ID 1,1,1,
mbaslmi1,Lingo,Beula,Question ID 2,1,1,
mbaslmi1,Lingo,Beula,Question ID 3,1,1,
mbaslmi1,Lingo,Beula,Question ID 4,1,1,
mbaslmi1,Lingo,Beula,Question ID 5,1,1,
mbaslmi1,Lingo,Beula,Question ID 6,5,,1.5
mbasrue6,Adelsperger,Rusty,Question ID 1,1,1,
mbasrue6,Adelsperger,Rusty,Question ID 2,1,1,
mbasrue6,Adelsperger,Rusty,Question ID 3,1,1,
mbasrue6,Adelsperger,Rusty,Question ID 4,1,1,
mbasrue6,Adelsperger,Rusty,Question ID 5,1,1,
mbasrue6,Adelsperger,Rusty,Question ID 6,5,,3
mbasvsz9,Erixon,Gilberto,Question ID 1,1,1,
mbasvsz9,Erixon,Gilberto,Question ID 2,1,1,
mbasvsz9,Erixon,Gilberto,Question ID 3,1,1,
mbasvsz9,Erixon,Gilberto,Question ID 4,1,0,
mbasvsz9,Erixon,Gilberto,Question ID 5,1,1,
mbasvsz9,Erixon,Gilberto,Question ID 6,5,,3.5
mbaslks6,Erdman,Hyun,Question ID 1,1,1,
mbaslks6,Erdman,Hyun,Question ID 2,1,1,
mbaslks6,Erdman,Hyun,Question ID 3,1,0,
mbaslks6,Erdman,Hyun,Question ID 4,1,0,
mbaslks6,Erdman,Hyun,Question ID 5,1,1,
mbaslks6,Erdman,Hyun,Question ID 6,5,,3
mbasrye8,Mortenson,Maryln,Question ID 1,1,1,
mbasrye8,Mortenson,Maryln,Question ID 2,1,1,
mbasrye8,Mortenson,Maryln,Question ID 3,1,1,
mbasrye8,Mortenson,Maryln,Question ID 4,1,1,
mbasrye8,Mortenson,Maryln,Question ID 5,1,1,
mbasrye8,Mortenson,Maryln,Question ID 6,5,,3
mbasglb2,Rempel,Patti,Question ID 1,1,1,
mbasglb2,Rempel,Patti,Question ID 2,1,1,
mbasglb2,Rempel,Patti,Question ID 3,1,1,
mbasglb2,Rempel,Patti,Question ID 4,1,1,
mbasglb2,Rempel,Patti,Question ID 5,1,1,
mbasglb2,Rempel,Patti,Question ID 6,5,,1.5
mbasobp0,Alsaqri,Ahmad,Question ID 1,1,1,
mbasobp0,Alsaqri,Ahmad,Question ID 2,1,1,
mbasobp0,Alsaqri,Ahmad,Question ID 3,1,0,
mbasobp0,Alsaqri,Ahmad,Question ID 4,1,1,
mbasobp0,Alsaqri,Ahmad,Question ID 5,1,0,
mbasobp0,Alsaqri,Ahmad,Question ID 6,5,,3
mbasvlc8,Sandlin,Domonique,Question ID 1,1,1,
mbasvlc8,Sandlin,Domonique,Question ID 2,1,1,
mbasvlc8,Sandlin,Domonique,Question ID 3,1,1,
mbasvlc8,Sandlin,Domonique,Question ID 4,1,1,
mbasvlc8,Sandlin,Domonique,Question ID 5,1,0,
mbasvlc8,Sandlin,Domonique,Question ID 6,5,,2.5
mbasmko4,Manciel,Pura,Question ID 1,1,1,
mbasmko4,Manciel,Pura,Question ID 2,1,1,
mbasmko4,Manciel,Pura,Question ID 3,1,0,
mbasmko4,Manciel,Pura,Question ID 4,1,0,
mbasmko4,Manciel,Pura,Question ID 5,1,1,
mbasmko4,Manciel,Pura,Question ID 6,5,,1.5
mbasqaz9,Poisso,Angelica,Question ID 1,1,1,
mbasqaz9,Poisso,Angelica,Question ID 2,1,1,
mbasqaz9,Poisso,Angelica,Question ID 3,1,1,
mbasqaz9,Poisso,Angelica,Question ID 4,1,1,
mbasqaz9,Poisso,Angelica,Question ID 5,1,1,
mbasqaz9,Poisso,Angelica,Question ID 6,5,,4
mbasybe0,Sitra,Tess,Question ID 1,1,1,
mbasybe0,Sitra,Tess,Question ID 2,1,0,
mbasybe0,Sitra,Tess,Question ID 3,1,1,
mbasybe0,Sitra,Tess,Question ID 4,1,1,
mbasybe0,Sitra,Tess,Question ID 5,1,0,
mbasybe0,Sitra,Tess,Question ID 6,5,,1.5
mbasmee6,Pogorelc,Emily,Question ID 1,1,1,
mbasmee6,Pogorelc,Emily,Question ID 2,1,1,
mbasmee6,Pogorelc,Emily,Question ID 3,1,1,
mbasmee6,Pogorelc,Emily,Question ID 4,1,0,
mbasmee6,Pogorelc,Emily,Question ID 5,1,0,
mbasmee6,Pogorelc,Emily,Question ID 6,5,,2.5
mbasyik7,Hoyal,Alayna,Question ID 1,1,1,
mbasyik7,Hoyal,Alayna,Question ID 2,1,1,
mbasyik7,Hoyal,Alayna,Question ID 3,1,1,
mbasyik7,Hoyal,Alayna,Question ID 4,1,1,
mbasyik7,Hoyal,Alayna,Question ID 5,1,0,
mbasyik7,Hoyal,Alayna,Question ID 6,5,,2.5
mbaschr8,Frankel,Una,Question ID 1,1,1,
mbaschr8,Frankel,Una,Question ID 2,1,1,
mbaschr8,Frankel,Una,Question ID 3,1,1,
mbaschr8,Frankel,Una,Question ID 4,1,0,
mbaschr8,Frankel,Una,Question ID 5,1,0,
mbaschr8,Frankel,Una,Question ID 6,5,,3.5
mbasarc5,Polintan,Jaleesa,Question ID 1,1,1,
mbasarc5,Polintan,Jaleesa,Question ID 2,1,1,
mbasarc5,Polintan,Jaleesa,Question ID 3,1,0,
mbasarc5,Polintan,Jaleesa,Question ID 4,1,1,
mbasarc5,Polintan,Jaleesa,Question ID 5,1,1,
mbasarc5,Polintan,Jaleesa,Question ID 6,5,,3
mbasoto0,Wiederin,Chery,Question ID 1,1,1,
mbasoto0,Wiederin,Chery,Question ID 2,1,1,
mbasoto0,Wiederin,Chery,Question ID 3,1,1,
mbasoto0,Wiederin,Chery,Question ID 4,1,1,
mbasoto0,Wiederin,Chery,Question ID 5,1,0,
mbasoto0,Wiederin,Chery,Question ID 6,5,,1.5
mbasfix3,Guitierrez,Emilio,Question ID 1,1,1,
mbasfix3,Guitierrez,Emilio,Question ID 2,1,1,
mbasfix3,Guitierrez,Emilio,Question ID 3,1,1,
mbasfix3,Guitierrez,Emilio,Question ID 4,1,1,
mbasfix3,Guitierrez,Emilio,Question ID 5,1,0,
mbasfix3,Guitierrez,Emilio,Question ID 6,5,,3
mbasqmp6,Rosenlof,Linwood,Question ID 1,1,1,
mbasqmp6,Rosenlof,Linwood,Question ID 2,1,1,
mbasqmp6,Rosenlof,Linwood,Question ID 3,1,1,
mbasqmp6,Rosenlof,Linwood,Question ID 4,1,0,
mbasqmp6,Rosenlof,Linwood,Question ID 5,1,1,
mbasqmp6,Rosenlof,Linwood,Question ID 6,5,,2
mbasysk2,Mccorrison,Reuben,Question ID 1,1,0,
mbasysk2,Mccorrison,Reuben,Question ID 2,1,0,
mbasysk2,Mccorrison,Reuben,Question ID 3,1,1,
mbasysk2,Mccorrison,Reuben,Question ID 4,1,1,
mbasysk2,Mccorrison,Reuben,Question ID 5,1,0,
mbasysk2,Mccorrison,Reuben,Question ID 6,5,,1.5
mbaskku7,Breheny,Lynna,Question ID 1,1,1,
mbaskku7,Breheny,Lynna,Question ID 2,1,0,
mbaskku7,Breheny,Lynna,Question ID 3,1,1,
mbaskku7,Breheny,Lynna,Question ID 4,1,1,
mbaskku7,Breheny,Lynna,Question ID 5,1,0,
mbaskku7,Breheny,Lynna,Question ID 6,5,,2
mbasgnz4,Mchughes,Isadora,Question ID 1,1,1,
mbasgnz4,Mchughes,Isadora,Question ID 2,1,1,
mbasgnz4,Mchughes,Isadora,Question ID 3,1,1,
mbasgnz4,Mchughes,Isadora,Question ID 4,1,0,
mbasgnz4,Mchughes,Isadora,Question ID 5,1,1,
mbasgnz4,Mchughes,Isadora,Question ID 6,5,,3
mbaseve5,Drozdenko,Gerald,Question ID 1,1,1,
mbaseve5,Drozdenko,Gerald,Question ID 2,1,1,
mbaseve5,Drozdenko,Gerald,Question ID 3,1,0,
mbaseve5,Drozdenko,Gerald,Question ID 4,1,0,
mbaseve5,Drozdenko,Gerald,Question ID 5,1,1,
mbaseve5,Drozdenko,Gerald,Question ID 6,5,,1.5
mbashvx2,Kamens,Chantay,Question ID 1,1,1,
mbashvx2,Kamens,Chantay,Question ID 2,1,1,
mbashvx2,Kamens,Chantay,Question ID 3,1,1,
mbashvx2,Kamens,Chantay,Question ID 4,1,1,
mbashvx2,Kamens,Chantay,Question ID 5,1,1,
mbashvx2,Kamens,Chantay,Question ID 6,5,,3.5
mbasnpn2,Moeder,Ayesha,Question ID 1,1,1,
mbasnpn2,Moeder,Ayesha,Question ID 2,1,1,
mbasnpn2,Moeder,Ayesha,Question ID 3,1,1,
mbasnpn2,Moeder,Ayesha,Question ID 4,1,0,
mbasnpn2,Moeder,Ayesha,Question ID 5,1,0,
mbasnpn2,Moeder,Ayesha,Question ID 6,5,,2.5
mbaselh5,Flotow,Tamekia,Question ID 1,1,1,
mbaselh5,Flotow,Tamekia,Question ID 2,1,1,
mbaselh5,Flotow,Tamekia,Question ID 3,1,0,
mbaselh5,Flotow,Tamekia,Question ID 4,1,1,
mbaselh5,Flotow,Tamekia,Question ID 5,1,1,
mbaselh5,Flotow,Tamekia,Question ID 6,5,,4.5
mbaszgm7,Plues,Shelia,Question ID 1,1,1,
mbaszgm7,Plues,Shelia,Question ID 2,1,1,
mbaszgm7,Plues,Shelia,Question ID 3,1,1,
mbaszgm7,Plues,Shelia,Question ID 4,1,0,
mbaszgm7,Plues,Shelia,Question ID 5,1,1,
mbaszgm7,Plues,Shelia,Question ID 6,5,,3
mbasgie0,Brabble,Precious,Question ID 1,1,1,
mbasgie0,Brabble,Precious,Question ID 2,1,0,
mbasgie0,Brabble,Precious,Question ID 3,1,1,
mbasgie0,Brabble,Precious,Question ID 4,1,1,
mbasgie0,Brabble,Precious,Question ID 5,1,0,
mbasgie0,Brabble,Precious,Question ID 6,5,,3
mbasdwk9,Groody,Yen,Question ID 1,1,1,
mbasdwk9,Groody,Yen,Question ID 2,1,1,
mbasdwk9,Groody,Yen,Question ID 3,1,1,
mbasdwk9,Groody,Yen,Question ID 4,1,1,
mbasdwk9,Groody,Yen,Question ID 5,1,1,
mbasdwk9,Groody,Yen,Question ID 6,5,,4
mbasafe8,Ausdemore,Rosita,Question ID 1,1,0,
mbasafe8,Ausdemore,Rosita,Question ID 2,1,0,
mbasafe8,Ausdemore,Rosita,Question ID 3,1,0,
mbasafe8,Ausdemore,Rosita,Question ID 4,1,1,
mbasafe8,Ausdemore,Rosita,Question ID 5,1,1,
mbasafe8,Ausdemore,Rosita,Question ID 6,5,,2.5
mbasang7,Veigel,Tamesha,Question ID 1,1,1,
mbasang7,Veigel,Tamesha,Question ID 2,1,1,
mbasang7,Veigel,Tamesha,Question ID 3,1,1,
mbasang7,Veigel,Tamesha,Question ID 4,1,1,
mbasang7,Veigel,Tamesha,Question ID 5,1,0,
mbasang7,Veigel,Tamesha,Question ID 6,5,,3
mbasrgt6,Cos,Latia,Question ID 1,1,1,
mbasrgt6,Cos,Latia,Question ID 2,1,1,
mbasrgt6,Cos,Latia,Question ID 3,1,1,
mbasrgt6,Cos,Latia,Question ID 4,1,1,
mbasrgt6,Cos,Latia,Question ID 5,1,1,
mbasrgt6,Cos,Latia,Question ID 6,5,,1.5
mbasfss3,Dondero,Casey,Question ID 1,1,1,
mbasfss3,Dondero,Casey,Question ID 2,1,0,
mbasfss3,Dondero,Casey,Question ID 3,1,1,
mbasfss3,Dondero,Casey,Question ID 4,1,0,
mbasfss3,Dondero,Casey,Question ID 5,1,1,
mbasfss3,Dondero,Casey,Question ID 6,5,,3
mbastky6,Reibman,Jacquelyne,Question ID 1,1,1,
mbastky6,Reibman,Jacquelyne,Question ID 2,1,1,
mbastky6,Reibman,Jacquelyne,Question ID 3,1,0,
mbastky6,Reibman,Jacquelyne,Question ID 4,1,1,
mbastky6,Reibman,Jacquelyne,Question ID 5,1,1,
mbastky6,Reibman,Jacquelyne,Question ID 6,5,,4.5
mbasmie7,Tarry,Marsha,Question ID 1,1,1,
mbasmie7,Tarry,Marsha,Question ID 2,1,1,
mbasmie7,Tarry,Marsha,Question ID 3,1,0,
mbasmie7,Tarry,Marsha,Question ID 4,1,1,
mbasmie7,Tarry,Marsha,Question ID 5,1,1,
mbasmie7,Tarry,Marsha,Question ID 6,5,,2.5
mbaspxa1,Semenza,Leigha,Question ID 1,1,1,
mbaspxa1,Semenza,Leigha,Question ID 2,1,1,
mbaspxa1,Semenza,Leigha,Question ID 3,1,0,
mbaspxa1,Semenza,Leigha,Question ID 4,1,1,
mbaspxa1,Semenza,Leigha,Question ID 5,1,1,
mbaspxa1,Semenza,Leigha,Question ID 6,5,,2.5
mbasvvs3,Gutoski,Berry,Question ID 1,1,1,
mbasvvs3,Gutoski,Berry,Question ID 2,1,1,
mbasvvs3,Gutoski,Berry,Question ID 3,1,1,
mbasvvs3,Gutoski,Berry,Question ID 4,1,1,
mbasvvs3,Gutoski,Berry,Question ID 5,1,1,
mbasvvs3,Gutoski,Berry,Question ID 6,5,,4
mbasvev1,Kobayashi,Shannon,Question ID 1,1,1,
mbasvev1,Kobayashi,Shannon,Question ID 2,1,1,
mbasvev1,Kobayashi,Shannon,Question ID 3,1,0,
mbasvev1,Kobayashi,Shannon,Question ID 4,1,1,
mbasvev1,Kobayashi,Shannon,Question ID 5,1,1,
mbasvev1,Kobayashi,Shannon,Question ID 6,5,,2.5
mbasccm3,Miyashiro,Dallas,Question ID 1,1,1,
mbasccm3,Miyashiro,Dallas,Question ID 2,1,1,
mbasccm3,Miyashiro,Dallas,Question ID 3,1,0,
mbasccm3,Miyashiro,Dallas,Question ID 4,1,0,
mbasccm3,Miyashiro,Dallas,Question ID 5,1,1,
mbasccm3,Miyashiro,Dallas,Question ID 6,5,,2
mbasflt6,Montecalvo,Eileen,Question ID 1,1,1,
mbasflt6,Montecalvo,Eileen,Question ID 2,1,1,
mbasflt6,Montecalvo,Eileen,Question ID 3,1,1,
mbasflt6,Montecalvo,Eileen,Question ID 4,1,1,
mbasflt6,Montecalvo,Eileen,Question ID 5,1,1,
mbasflt6,Montecalvo,Eileen,Question ID 6,5,,2.5
mbasjvg8,Ear,Luis,Question ID 1,1,0,
mbasjvg8,Ear,Luis,Question ID 2,1,1,
mbasjvg8,Ear,Luis,Question ID 3,1,1,
mbasjvg8,Ear,Luis,Question ID 4,1,1,
mbasjvg8,Ear,Luis,Question ID 5,1,1,
mbasjvg8,Ear,Luis,Question ID 6,5,,3
mbastnm1,Crete,Luke,Question ID 1,1,1,
mbastnm1,Crete,Luke,Question ID 2,1,1,
mbastnm1,Crete,Luke,Question ID 3,1,0,
mbastnm1,Crete,Luke,Question ID 4,1,1,
mbastnm1,Crete,Luke,Question ID 5,1,0,
mbastnm1,Crete,Luke,Question ID 6,5,,3.5
mbasqjn1,Tritten,Anglea,Question ID 1,1,1,
mbasqjn1,Tritten,Anglea,Question ID 2,1,1,
mbasqjn1,Tritten,Anglea,Question ID 3,1,0,
mbasqjn1,Tritten,Anglea,Question ID 4,1,1,
mbasqjn1,Tritten,Anglea,Question ID 5,1,1,
mbasqjn1,Tritten,Anglea,Question ID 6,5,,2.5
mbasvjn9,Schlichter,Tiara,Question ID 1,1,1,
mbasvjn9,Schlichter,Tiara,Question ID 2,1,1,
mbasvjn9,Schlichter,Tiara,Question ID 3,1,0,
mbasvjn9,Schlichter,Tiara,Question ID 4,1,1,
mbasvjn9,Schlichter,Tiara,Question ID 5,1,0,
mbasvjn9,Schlichter,Tiara,Question ID 6,5,,1.5
mbaside6,Hiltner,Jules,Question ID 1,1,1,
mbaside6,Hiltner,Jules,Question ID 2,1,1,
mbaside6,Hiltner,Jules,Question ID 3,1,1,
mbaside6,Hiltner,Jules,Question ID 4,1,0,
mbaside6,Hiltner,Jules,Question ID 5,1,1,
mbaside6,Hiltner,Jules,Question ID 6,5,,3
mbasavk3,Kufner,Leonard,Question ID 1,1,1,
mbasavk3,Kufner,Leonard,Question ID 2,1,1,
mbasavk3,Kufner,Leonard,Question ID 3,1,0,
mbasavk3,Kufner,Leonard,Question ID 4,1,1,
mbasavk3,Kufner,Leonard,Question ID 5,1,1,
mbasavk3,Kufner,Leonard,Question ID 6,5,,3
mbasgbk5,Orloski,Margarita,Question ID 1,1,1,
mbasgbk5,Orloski,Margarita,Question ID 2,1,0,
mbasgbk5,Orloski,Margarita,Question ID 3,1,1,
mbasgbk5,Orloski,Margarita,Question ID 4,1,0,
mbasgbk5,Orloski,Margarita,Question ID 5,1,1,
mbasgbk5,Orloski,Margarita,Question ID 6,5,,2
mbaskwy2,Shonerd,Marylyn,Question ID 1,1,1,
mbaskwy2,Shonerd,Marylyn,Question ID 2,1,1,
mbaskwy2,Shonerd,Marylyn,Question ID 3,1,1,
mbaskwy2,Shonerd,Marylyn,Question ID 4,1,1,
mbaskwy2,Shonerd,Marylyn,Question ID 5,1,1,
mbaskwy2,Shonerd,Marylyn,Question ID 6,5,,4.5
